id	pointer_index	pointer_rom_offset	prg_bank	jp_pointer_cpu	en_pointer_cpu	jp_rom_offset	en_rom_offset	jp_length	en_length	jp_bytes	en_bytes	english_reference	target_scope	english_pointer_changed	conservative_catalog_status	korean_work_status	screen_context	route_requirement	notes
PTR-125	125	0x05ECE	1	0xAD26	0xAD35	0x06D36	0x06D45	12	13	F0 BB 82 86 06 13 0A 0B AE 8D CA FF	F0 BB 00 85 81 94 00 94 88 89 93 CA FF	<F0><BB><00>EAT<00>THIS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-126	126	0x05ED0	1	0xAD32	0xAD42	0x06D42	0x06D52	15	22	F0 BB 81 A8 06 94 8B AE 13 0A 0B AE 8D CD FF	F0 BB 00 89 B6 8C 8C 00 92 85 8D 85 8D 82 85 92 00 99 8F 95 CA FF	<F0><BB><00>I<B6>LL<00>REMEMBER<00>YOU<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-127	127	0x05ED2	1	0xAD41	0xAD58	0x06D51	0x06D68	13	8	F0 BB 88 A8 00 88 A8 00 88 A8 B4 CB FF	F0 BB 00 85 85 85 CB FF	<F0><BB><00>EEE<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-128	128	0x05ED4	1	0xAD4E	0xAD60	0x06D5E	0x06D70	8	9	F0 BB 9B B2 B2 CB CD FF	F0 BB 00 81 92 87 88 CB FF	<F0><BB><00>ARGH<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-129	129	0x05ED6	1	0xAD56	0xAD69	0x06D66	0x06D79	11	13	F0 BB 92 00 92 A6 8D 07 A9 CB FF	F0 BB 00 84 89 83 8B 97 85 85 84 CA FF	<F0><BB><00>DICKWEED<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-130	130	0x05ED8	1	0xAD61	0xAD76	0x06D71	0x06D86	12	8	F0 BB 8C 88 00 8C 88 00 8C 88 CB FF	F0 BB 00 97 81 88 CA FF	<F0><BB><00>WAH<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-131	131	0x05EDA	1	0xAD6D	0xAD7E	0x06D7D	0x06D8E	8	8	F0 BB 08 85 71 B4 CA FF	F0 BB 00 87 97 81 CA FF	<F0><BB><00>GWA<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-132	132	0x05EDC	1	0xAD75	0xAC81	0x06D85	0x06C91	7	10	F0 BB 09 71 B4 CA FF	F0 BB 00 81 89 99 85 85 CA FF	<F0><BB><00>AIYEE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-133	133	0x05EDE	1	0xAD7C	0xAD60	0x06D8C	0x06D70	8	9	F0 BB 06 88 B4 CB CD FF	F0 BB 00 81 92 87 88 CB FF	<F0><BB><00>ARGH<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-134	134	0x05EE0	1	0xAD84	0xAD86	0x06D94	0x06D96	10	15	F0 BB 9B B0 B0 B0 71 B4 CA FF	F0 BB 00 81 89 71 99 81 89 71 99 81 89 CA FF	<F0><BB><00>AI<71>YAI<71>YAI<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-135	135	0x05EE2	1	0xAD8E	0xAD95	0x06D9E	0x06DA5	12	9	F0 BB 82 A7 B4 8C B5 82 9F 8E CD FF	97 85 8C 83 8F 8D 85 CA FF	WELCOME<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-136	136	0x05EE4	1	0xAD9A	0xAD9E	0x06DAA	0x06DAE	24	21	F0 BB 85 87 9F A8 13 8D 86 CC 00 0A 91 B6 83 A3 AE AD 00 14 83 0F CD FF	97 88 81 94 00 97 8F 95 8C 84 00 99 8F 95 00 8C 89 8B 85 CC FF	WHAT<00>WOULD<00>YOU<00>LIKE<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-137	137	0x05EE6	1	0xADB2	0xADB3	0x06DC2	0x06DC3	31	24	F0 BB A3 91 A3 99 06 00 82 B4 5A 82 13 8D 98 F8 F9 00 8A AA 82 0C B7 83 A3 93 9F 8E AE CB FF	99 8F 95 92 00 89 8E 96 85 8E 94 8F 92 99 00 89 93 00 86 95 8C 8C BA FF	YOUR<00>INVENTORY<00>IS<00>FULL<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-138	138	0x05EE8	1	0xADD1	0xADCB	0x06DE1	0x06DDB	18	29	F0 BB 85 86 98 06 00 90 A8 95 82 A6 83 13 8D 06 CB FF	99 8F 95 00 84 8F 8E B6 94 00 88 81 96 85 00 85 8E 8F 95 87 88 F8 8D 8F 8E 85 99 BA FF	YOU<00>DON<B6>T<00>HAVE<00>ENOUGH<F8>MONEY<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-139	139	0x05EEA	1	0xADE3	0xADE8	0x06DF3	0x06DF8	16	14	F0 BB 8A 91 A7 13 00 A6 AB 8C 82 13 8D 86 CC FF	81 92 85 00 99 8F 95 00 93 95 92 85 CC FF	ARE<00>YOU<00>SURE<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-140	140	0x05EEC	1	0xADF3	0xBFCC	0x06E03	0x07FDC	10	8	F0 BB 9F 82 14 14 83 A3 CD FF	94 88 81 8E 8B 93 CA FF	THANKS<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-141	141	0x05EEE	1	0xADFD	0xADF6	0x06E0D	0x06E06	10	8	F0 9A 00 F1 AD 00 90 1D 90 FF	F0 00 81 94 85 00 F1 FF	<F0><00>ATE<00><F1><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-142	142	0x05EF0	1	0xAE07	0xADFE	0x06E17	0x06E0E	10	10	F0 9A 00 F1 AD 00 99 AE 10 FF	F0 00 84 92 81 8E 8B 00 F1 FF	<F0><00>DRANK<00><F1><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-143	143	0x05EF2	1	0xAE11	0xAE08	0x06E21	0x06E18	12	8	F0 9A 00 F1 AD 00 83 89 94 B4 90 FF	F0 00 87 8F 94 00 F1 FF	<F0><00>GOT<00><F1><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-144	144	0x05EF4	1	0xAE1D	0xAE10	0x06E2D	0x06E20	12	13	F0 9A 00 F1 AD 00 A0 96 92 89 90 FF	F0 00 85 91 95 89 90 90 85 84 00 F1 FF	<F0><00>EQUIPPED<00><F1><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-145	145	0x05EF6	1	0xAE29	0xAE1D	0x06E39	0x06E2D	15	15	F0 BB 9E 86 96 00 0A 91 B6 83 A3 AE 9A CC FF	81 8E 99 94 88 89 8E 87 00 85 8C 93 85 CC FF	ANYTHING<00>ELSE<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-146	146	0x05EF8	1	0xAE38	0xAE2C	0x06E48	0x06E3C	30	19	F0 BB 9F 90 00 85 8A 8C 88 10 8B 82 9F 8E F8 F9 00 81 A8 06 94 83 0A 0B 82 9F 8C 90 CD FF	94 88 81 8E 8B 93 CA 00 83 8F 8D 85 00 81 87 81 89 8E FF	THANKS<CA><00>COME<00>AGAIN<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-147	147	0x05EFA	1	0xAE56	0xAE3F	0x06E66	0x06E4F	11	15	F0 BB 85 94 9F A8 13 8D 86 CC FF	97 89 8C 8C 00 99 8F 95 00 93 94 81 99 CC FF	WILL<00>YOU<00>STAY<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-148	148	0x05EFC	1	0xAE61	0xAE4E	0x06E71	0x06E5E	15	13	F0 BB 85 88 92 AB 07 88 10 8B 82 9F 8E CD FF	90 8C 85 81 93 85 00 92 85 8C 81 98 FF	PLEASE<00>RELAX<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-149	149	0x05EFE	1	0xAE70	0xAE5B	0x06E80	0x06E6B	8	8	F0 9A 00 98 90 B4 CA FF	92 85 93 94 85 84 CA FF	RESTED<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-150	150	0x05F00	1	0xAE78	0xAE63	0x06E88	0x06E73	15	14	F0 BB 8C B7 83 1C 00 95 8B 82 9F 8D 86 CC FF	97 81 8E 8E 81 00 87 81 8D 82 8C 85 CC FF	WANNA<00>GAMBLE<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-151	151	0x05F02	1	0xAE87	0xAE71	0x06E97	0x06E81	17	7	F0 BB A6 0A 0B AE 8D 98 CC 00 9A 82 A8 9F 8D CD FF	92 85 81 84 99 CC FF	READY<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-152	152	0x05F04	1	0xAE98	0xAE78	0x06EA8	0x06E88	15	8	F0 BB 8F AA 13 9A CB 00 8C B7 83 1C B4 CA FF	87 8F 00 8E 8F 97 CA FF	GO<00>NOW<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-153	153	0x05F06	1	0xAEA7	0xAE80	0x06EB7	0x06E90	16	20	F0 BB FD 00 FE 99 00 FC 00 94 13 9F 8C 90 CB FF	97 85 00 88 81 96 85 00 FD 00 81 8E 84 00 FE CB CB FC CA FF	WE<00>HAVE<00><FD><00>AND<00><FE><CB><CB><FC><CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-154	154	0x05F08	1	0xAEB7	0xAE94	0x06EC7	0x06EA4	21	9	F0 BB 85 87 B5 88 8B 9F 99 00 86 91 00 99 A6 83 13 8D 98 CD FF	99 8F 95 00 97 8F 8E CA FF	YOU<00>WON<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-155	155	0x05F0A	1	0xAECC	0xAE9D	0x06EDC	0x06EAD	21	10	F0 BB 85 87 B5 88 8B 9F 99 00 9F 89 00 99 A6 83 13 8D 98 CD FF	99 8F 95 00 8C 8F 93 94 CB FF	YOU<00>LOST<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-156	156	0x05F0C	1	0xAEE1	0xAEA7	0x06EF1	0x06EB7	14	6	F0 BB 82 86 06 00 95 8B 82 9F 8D 86 CC FF	97 85 8C 8C CC FF	WELL<CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-157	157	0x05F0E	1	0xAEEF	0xAEAD	0x06EFF	0x06EBD	16	21	8B AE 87 91 BB 85 86 84 A8 95 8E B2 A4 8C CA FF	93 81 8E 8B 89 BB 00 97 85 8C 83 8F 8D 85 00 82 81 83 8B CA FF	SANKI<BB><00>WELCOME<00>BACK<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-158	158	0x05F10	1	0xAEFF	0xAEC2	0x06F0F	0x06ED2	15	18	F0 BB 0A A6 83 9A 00 81 A8 A4 8E AE 86 CC FF	F0 BB 00 8E 85 85 84 00 93 8F 8D 85 94 88 89 8E 87 CC	<F0><BB><00>NEED<00>SOMETHING<CC>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-159	159	0x05F12	1	0xAF0E	0xB749	0x06F1E	0x07759	15	16	F0 BB 9D 82 B4 CA 00 A6 AB 8A AE 13 CA CA FF	F0 BB 00 8D 99 00 90 8C 85 81 93 95 92 85 CA FF	<F0><BB><00>MY<00>PLEASURE<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-160	160	0x05F14	1	0xAF1D	0xAEC2	0x06F2D	0x06ED2	15	18	F0 BB 0A A6 83 9A 00 81 A8 A4 8E AE 86 CC FF	F0 BB 00 8E 85 85 84 00 93 8F 8D 85 94 88 89 8E 87 CC	<F0><BB><00>NEED<00>SOMETHING<CC>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-161	161	0x05F16	1	0xAF2C	0xAED5	0x06F3C	0x06EE5	14	15	F0 BB 8F AA 13 9A 85 87 AD 92 89 93 CB FF	F0 BB 00 82 85 00 83 81 92 85 86 95 8C CA FF	<F0><BB><00>BE<00>CAREFUL<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-162	162	0x05F18	1	0xAF3A	0xAED4	0x06F4A	0x06EE4	15	1	F0 BB 82 B4 93 A7 B4 8C B5 82 A4 8C CA CA FF	FF	<FF>	bank1_after_pointer_table	true	missing	structural_unknown_missing_conservative_row	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the complete English-guided pointer map but absent from the conservative catalog; investigate before translation.
PTR-163	163	0x05F1A	1	0xAF49	0xAEE4	0x06F59	0x06EF4	23	12	82 B4 8C B7 96 82 88 00 95 86 9F AD 00 84 A7 AE 13 88 10 8B 82 CD FF	83 88 8F 8F 93 85 00 81 8C 8C 99 FF	CHOOSE<00>ALLY<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-164	164	0x05F1C	1	0xAF60	0xAEF0	0x06F70	0x06F00	35	22	8B AE 87 91 BB FA 8B AE B4 CA 00 93 84 9D AE 10 00 93 84 9D AE 10 A6 F8 F9 00 85 8A 94 8B AE 06 CA CA FF	93 81 8E 8B 89 BB 00 FA CA 00 8F 8B 8F 94 8F 00 88 81 93 CB CA FF	SANKI<BB><00><FA><CA><00>OKOTO<00>HAS<CB><CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-165	165	0x05F1E	1	0xAF83	0xAF06	0x06F93	0x06F16	37	39	8B AE 87 91 BB 8B A7 B4 93 B4 90 99 9A 00 9C 90 A8 08 A0 13 CB F8 F9 00 83 0A 87 99 9A 84 B2 A4 92 A7 13 CB FF	93 81 8E 8B 89 BB 00 94 97 8F 00 87 95 99 93 CB 93 94 92 95 83 8B F8 8C 89 8B 85 00 8C 89 87 88 94 8E 89 8E 87 CB FF	SANKI<BB><00>TWO<00>GUYS<CB>STRUCK<F8>LIKE<00>LIGHTNING<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-166	166	0x05F20	1	0xAFA8	0xAF2D	0x06FB8	0x06F3D	28	28	8B AE 87 91 BB 81 B4 8C 06 82 95 06 A7 CB 00 A3 83 8C AC 89 81 A8 A4 8E AE CA CA FF	93 81 8E 8B 89 BB 00 89 00 97 81 93 00 88 85 8C 90 8C 85 93 93 CB 93 8F 92 92 99 FF	SANKI<BB><00>I<00>WAS<00>HELPLESS<CB>SORRY<FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-167	167	0x05F22	1	0xAFC4	0xAF49	0x06FD4	0x06F59	18	28	FA BB 9B 13 B2 A4 92 A7 10 00 A5 A9 8E 98 B2 CA CA FF	FA BB 00 89 84 89 8F 94 93 CA 00 97 85 B6 8C 8C F8 86 89 8E 84 00 94 88 85 8D BA FF	<FA><BB><00>IDIOTS<CA><00>WE<B6>LL<F8>FIND<00>THEM<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-168	168	0x05F24	1	0xAFD6	0xB01F	0x06FE6	0x0702F	33	33	F0 BB 86 AE 5E 83 13 00 9C B4 86 92 CA CA F8 F9 00 85 86 09 13 00 83 0A 89 A9 A6 83 96 95 B4 90 FF	F0 BB 00 94 88 85 00 8B 81 8E 90 8F 95 00 97 8F 92 8B 85 84 CA F8 89 B6 8D 00 83 95 92 85 84 CA FF	<F0><BB><00>THE<00>KANPOU<00>WORKED<CA><F8>I<B6>M<00>CURED<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-169	169	0x05F26	1	0xAFF7	0xAF65	0x07007	0x06F75	38	45	F0 BB 85 A2 B2 8B AE 9B 94 A8 96 00 88 AB 83 9A 86 89 A7 AA 98 84 CA F8 F9 00 8C 90 88 9A 13 87 93 A9 0E CA CA FF	F0 BB 00 81 94 00 8C 81 93 94 CA 00 89 00 83 81 8E 00 8A 8F 89 8E F8 94 88 85 00 97 81 92 00 81 87 81 89 8E 93 94 00 94 8F 92 81 CA FF	<F0><BB><00>AT<00>LAST<CA><00>I<00>CAN<00>JOIN<F8>THE<00>WAR<00>AGAINST<00>TORA<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-170	170	0x05F28	1	0xB01D	0xAF92	0x0702D	0x06FA2	48	35	F0 BB FA 8B AE 00 8A AA AD CB 00 A3 B4 93 B4 93 88 10 8E B2 CA F8 F9 00 85 9C 88 AB 06 88 AA 90 00 85 9F A3 A8 13 00 A6 88 87 88 AE 13 8D 0E FF	F0 BB 00 FA B9 00 94 88 89 93 00 83 88 81 92 8D F8 97 89 8C 8C 00 90 92 8F 94 85 83 94 00 99 8F 95 BA FF	<F0><BB><00><FA><B9><00>THIS<00>CHARM<F8>WILL<00>PROTECT<00>YOU<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-171	171	0x05F2A	1	0xB04D	0xAFB5	0x0705D	0x06FC5	43	34	F0 BB 81 B4 8C 9A 00 95 AE 96 A3 13 87 98 B2 86 A7 00 8E A2 93 CB F8 F9 00 85 8A 94 8B AE CB 00 87 B4 94 00 1C 0C 13 8D A6 98 FF	F0 BB 00 89 B6 8C 8C 00 97 81 89 94 00 88 85 92 85 CB F8 87 8F 00 93 81 96 85 00 8F 8B 8F 94 8F CA FF	<F0><BB><00>I<B6>LL<00>WAIT<00>HERE<CB><F8>GO<00>SAVE<00>OKOTO<CA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-172	172	0x05F2C	1	0xB078	0xAFD7	0x07088	0x06FE7	6	9	F0 BB 81 81 CB FF	F0 BB 00 99 85 81 88 CB FF	<F0><BB><00>YEAH<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-173	173	0x05F2E	1	0xB07E	0xAFE0	0x0708E	0x06FF0	33	24	81 8B 0C AB 83 BB F4 99 9E 83 9D 00 13 86 89 93 A0 91 B5 AF F8 F9 00 82 86 06 13 0A 0B AE 8D CC FF	81 93 81 8A 89 BB 00 97 88 99 00 8E 8F 94 00 87 8F 00 94 8F 00 F4 CC FF	ASAJI<BB><00>WHY<00>NOT<00>GO<00>TO<00><F4><CC><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-174	174	0x05F30	1	0xB09F	0xAFF8	0x070AF	0x07008	42	39	F0 BB 85 85 85 A4 1C AE 99 8A 94 06 00 87 96 95 B4 93 8C B7 83 06 98 B2 F8 F9 00 A6 83 8D AD 00 A0 96 82 87 93 B2 AE 13 CB FF	F0 BB 00 89 B6 84 00 82 85 94 94 85 92 00 87 8F F8 83 88 85 83 8B 00 97 89 94 88 00 82 85 85 87 00 82 8F 93 93 CB FF	<F0><BB><00>I<B6>D<00>BETTER<00>GO<F8>CHECK<00>WITH<00>BEEG<00>BOSS<CB><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-175	175	0x05F32	1	0xB0C9	0xB11C	0x070D9	0x0712C	17	24	F0 BB 82 86 8C 93 85 88 AE 95 8E B2 00 FA 8B AE FF	F0 BB 00 90 8C 85 81 93 85 B9 00 8C 85 94 00 8D 85 F8 87 8F B9 00 FA FF	<F0><BB><00>PLEASE<B9><00>LET<00>ME<F8>GO<B9><00><FA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
PTR-176	176	0x05F34	1	0xB0DA	0xB134	0x070EA	0x07144	23	37	F0 BB 81 B4 00 FA 8B AE CA 00 09 AE 86 AE 8B 87 96 00 8A AA 06 CB FF	F0 BB 00 FA B9 00 93 8F 8D 85 8F 8E 85 F8 8C 85 86 94 00 94 88 89 93 00 81 94 00 94 88 85 00 84 8F 8F 92 BA FF	<F0><BB><00><FA><B9><00>SOMEONE<F8>LEFT<00>THIS<00>AT<00>THE<00>DOOR<BA><FF>	bank1_after_pointer_table	true	needs_japanese_dialogue_glyph_map	structural_unknown	unresolved pointer-dialogue context	named route, save state, or cheat state required	Present in the conservative catalog, but Japanese dialogue glyph mapping and screen context are incomplete.
