id	context	jp_offset	jp_text	en_offset	en_text	pointer_offset	terminator	max_width	status	confidence	notes
PTR-177	Bank 1 pointer-driven text	0x07101	<85><8A><94><BB><F0><8B><AE><CA><00><F0><8B><AE><CA><CB><00><8C><88><8C><88><8C><88><CB><F8><F9><00><AC><90><8C><AD><8B><A7><AC><8E><90><99><9A><00><CB><81><8B><0C><AB><83><8B><AE><95><AE><13><8D><FF>	0x07169	OKOTO<BB><00>WAH<CA><00>ASAJI<00>KIDNAPPED<F8>ME<CA><FF>	0x05F36	0x07189	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-178	Bank 1 pointer-driven text	0x07133	<F0><BB><CB><00><9A><A4><88><85><86><84><AE><95><8B><82><F8><F9><00><A0><AE><95><00><8C><AE><5A><82><8C><93><82><95><8B><A9><FF>	0x07189	<F0><BB><00>GO<00>HOME<CB><F8>EVERYONE<B6>S<00>WORRIED<FF>	0x05F38	0x071A8	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-179	Bank 1 pointer-driven text	0x07153	<85><8A><94><BB><88><8D><AE><CB><00><81><A8><06><94><83><0A><0B><82><9F><8D><CD><F8><F9><00><81><00><81><99><CB><00><14><83><86><CB><00><85><87><AD><92><89><93><CB><FF>	0x071A8	OKOTO<BB><00><CB>SOB<CB>THANK<00>YOU<BA><F8>PLEASE<CB>BE<00>CAREFUL<CB><FF>	0x05F3A	0x071D2	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-180	Bank 1 pointer-driven text	0x0717D	<F0><BB><FA><8B><AE><00><81><8B><0C><AB><83><8B><AE><06><CB><F8><F9><00><82><95><88><95><A8><A4><8C><90><FF>	0x071D2	<F0><BB><00><FA><B9><00>ASAJI<00>HAS<F8>DISAPPEARED<CB><FF>	0x05F3C	0x071EF	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-181	Bank 1 pointer-driven text	0x07198	<92><A9><9F><92><BB><81><96><87><82><00><9F><B4><93><88><AA><A6><83><CA><F8><F9><00><81><96><87><B4><93><1A><81><CA><FF>	0x071EF	TSUU<BB><00>BROTHER<CA><00>WAIT<CA><FF>	0x05F3E	0x07204	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-182	Bank 1 pointer-driven text	0x071B6	<88><96><9F><8B><BB><9A><A4><88><8C><98><B2><86><82><CA><F8><F9><00><1C><AE><0F><83><85><A4><1C><AE><06><00><93><B2><9D><AE><95><AE><13><84><CA><FF>	0x07204	KUNIO<BB><00>HURRY<B9><00>SLUG<CA><F8>MR<BA><00>BUNZO<B6>S<00>IN<00>TROUBLE<CA><FF>	0x05F40	0x07230	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-183	Bank 1 pointer-driven text	0x071DB	<85><8A><94><BB><88><96><9F><8B><8B><AE><CA><85><9F><91><8C><93><9F><8C><90><CA><FF>	0x07230	OKOTO<BB><00>KUNIO<CA><FF>	0x05F42	0x0723E	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-184	Bank 1 pointer-driven text	0x071F0	<88><96><9F><8B><BB><85><8A><94><8B><AE><CB><F8><F9><00><85><9B><8B><8C><1C><A8><13><B2><CA><FF>	0x0723E	KUNIO<BB><00>I<00>TRIED<00>TO<00>HURRY<00>BACK<CA><FF>	0x05F44	0x0725C	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-185	Bank 1 pointer-driven text	0x07208	<85><8A><94><BB><81><B4><CA><00><8A><99><9B><94><9A><CB><FF>	0x0725C	OKOTO<BB><00>THIS<00>MAN<00>IS<CB><FF>	0x05F46	0x07270	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-186	Bank 1 pointer-driven text	0x07217	<81><8B><0C><AB><83><BB><9C><B4><CB><00><81><B4><8C><AF><00><85><8A><94><99><00><82><82><95><0D><89><13><F8><F9><00><81><8B><0C><AB><83><94><00><A3><83><8C><A4><8D><CB><FF>	0x07270	ASAJI<BB><00>HEH<CB>I<B6>M<00>OKOTO<B6>S<F8>FIANCE<BA><FF>	0x05F48	0x0728F	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-187	Bank 1 pointer-driven text	0x07242	<88><96><9F><8B><BB><CB><FF>	0x0728F	KUNIO<BB><00>WE<B6>LL<00>SEE<00>ABOUT<00>THAT<CA><FF>	0x05F4A	0x072AC	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-188	Bank 1 pointer-driven text	0x07249	<81><8B><0C><AB><83><BB><8B><B4><00><95><86><9D><CB><F8><F9><00><85><A4><1C><AE><06><00><85><9F><91><86><98><13><CB><FF>	0x072AC	ASAJI<BB><00>SHUT<00>UP<B9><00>LOSER<CA><00>THE<F8>BOSS<00>IS<00>WAITING<CB><FF>	0x05F4C	0x072D8	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-189	Bank 1 pointer-driven text	0x07267	<88><96><9F><8B><BB><81><81><00><85><A4><1C><AE><CA><00><CB><85><8F><88><95><A8><A4><8C><90><CA><FF>	0x072D8	KUNIO<BB><00>OH<B9><00>MASTER<CA><F8>FORGIVE<00>MY<00>DELAY<CA><FF>	0x05F4E	0x072FD	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-190	Bank 1 pointer-driven text	0x07280	<1C><AE><0F><83><BB><85><85><00><88><96><9F><8B><8B><AE><86><82><CA><00><85><A2><B2><8B><AE><96><F8><F9><00><8A><AE><95><86><90><91><13><00><81><85><83><90><AF><95><AF><CB><FF>	0x072FD	BUNZO<BB><00>AH<B9><00>KUNIO<CA><F8>YOU<00>FINALLY<00>GOT<00>HERE<CA><FF>	0x05F50	0x07325	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-191	Bank 1 pointer-driven text	0x072AC	<1C><AE><0F><83><BB><8A><AE><95><13><B2><0C><95><94><87><96><CB><00><8A><99><94><85><A8><13><B2><CA><FF>	0x07325	BUNZO<BB><00>TORA<00>HAS<00>CURSED<00>ME<CA><FF>	0x05F52	0x07340	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-192	Bank 1 pointer-driven text	0x072C6	<1C><AE><0F><83><BB><94><A7><0F><83><99><00><8C><AC><0B><96><91><09><B2><98><B2><CB><FF>	0x07340	BUNZO<BB><00>GO<00>FIND<00>A<00>HEALER<CB><FF>	0x05F54	0x07359	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-193	Bank 1 pointer-driven text	0x072DC	<1C><AE><0F><83><BB><88><71><B4><00><9F><B4><90><88><00><A2><AE><1E><88><99><98><B2><9A><95><8C><10><CA><FF>	0x07359	BUNZO<BB><00><CB>WHO<00>HAS<00>KANPOU<CA><FF>	0x05F56	0x07371	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-194	Bank 1 pointer-driven text	0x072F7	<88><96><9F><8B><BB><85><9A><95><8C><AF><00><87><82><93><85><A8><A4><8D><CB><F8><F9><00><81><B4><8C><96><00><9F><86><8C><94><82><93><85><88><AE><95><8E><B2><CA><FF>	0x07371	KUNIO<BB><00>YOU<00>CAN<00>COUNT<00>ON<00>ME<CA><FF>	0x05F58	0x0738D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-195	Bank 1 pointer-driven text	0x07320	<1C><AE><0F><83><BB><81><A8><06><93><B2><CB><00><85><AE><96><87><A9><0E><CB><FF>	0x060DE	BUNZO<BB><00>PLEASE<00>HURRY<CA><FF>	0x05F5A	0x060F3	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-196	Bank 1 pointer-driven text	0x07334	<F0><BB><0A><88><AB><83><10><B4><90><95><AF><CB><FF>	0x07706	<F0><BB><00>GOOD<00>JOB<CA><FF>	0x05F5C	0x07713	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-197	Bank 1 pointer-driven text	0x07341	<F0><BB><95><96><A3><86><A3><00><85><A2><B2><8B><AE><99><85><86><09><10><AF><CA><F8><F9><00><8A><AA><9E><14><00><83><AA><8C><82><8A><90><AF><98><B2><A6><CA><FF>	0x0738D	<F0><BB><00>YOU<00>SAVED<00>THE<00>DAY<CA><FF>	0x05F5E	0x073A3	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-198	Bank 1 pointer-driven text	0x07369	<F0><BB><95><AF><CB><00><FA><8B><AE><A6><CB><FF>	0x073A3	<F0><BB><00>BY<00>THE<00>WAY<B9><00><FA><CB><FF>	0x05F60	0x073B5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-199	Bank 1 pointer-driven text	0x07375	<F0><BB><8A><99><00><85><8A><94><94><00><82><B4><8C><B7><AE><95><B4><93><F8><F9><00><82><B4><86><AD><00><92><82><0C><B5><AF><88><AA><98><B2><86><82><CC><FF>	0x073B5	<F0><BB><00>OKOTO<00>AND<00>YOU<F8>WILL<00>MAKE<00>A<00>FINE<00>FAMILY<BA><FF>	0x05F62	0x073DF	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-200	Bank 1 pointer-driven text	0x0739C	<F0><BB><95><AF><CA><00><85><8A><94><CA><FF>	0x073DF	<F0><BB><00>RIGHT<B9><00>OKOTO<CC><FF>	0x05F64	0x073F0	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-201	Bank 1 pointer-driven text	0x073A7	<85><8A><94><BB><9A><82><CD><FF>	0x073F0	OKOTO<BB><00>OH<B9><00>YES<CA><FF>	0x05F66	0x07400	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-202	Bank 1 pointer-driven text	0x073AF	<F0><BB><FB><00><00><82><B4><8E><82><82><91><13><B2><99><00><90><99><A0><10><CA><FF>	0x07401	<F0><BB><00><FA><B9><00>I<00>BEG<00>YOU<CA><00><FF>	0x05F68	0x07413	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-203	Bank 1 pointer-driven text	0x073C4	<F0><BB><8F><83><86><82><CA><CA><F8><F9><00><8A><AA><9E><14><00><83><AA><8C><82><8A><90><AF><98><B2><A6><CA><CA><FF>	0x07413	<F0><BB><00>GREAT<CA><00>A<00>MOMENT<F8>OF<00>ULTIMATE<00>HAPPINESS<CA><FF>	0x05F6A	0x0743D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-204	Bank 1 pointer-driven text	0x073E1	<F0><BB><85><71><82><00><82><AC><82><0B><89><10><CA><A2><13><93><B2><0F><CA><CA><F8><F9><00><A2><13><93><B2><CA><00><A2><13><93><B2><CA><FF>	0x0743D	<F0><BB><00>I<B6>LL<00>ORDER<00>SAKE<F8>TO<00>CELEBRATE<CA><FF>	0x05F6C	0x0745E	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-205	Bank 1 pointer-driven text	0x07404	<FA><BB><81><B4><8C><AF><00><8A><99><94><85><A8><CB><00><90><1B><86><A7><00><90><1B><9D><99><F8><F9><00><8C><06><98><B2><95><06><AA><A3><AE><13><0A><0B><82><A4><8D><FF>	0x0745E	<FA><BB><00>I<B6>M<00>A<00>VAGABOND<CB><F8>DRIFTING<00>FROM<00>TOWN<00>TO<00>TOWN<CB><FF>	0x05F6E	0x0748D	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-206	Bank 1 pointer-driven text	0x0742E	<FA><BB><A3><B4><94><00><A8><B4><5A><95><85><86><90><06><85><96><81><82><10><F8><F9><00><85><8A><94><1A><10><89><CB><00><82><90><10><82><93><85><87><A4><8D><A6><FF>	0x0748D	<FA><BB><00>OKOTO<00>DESERVES<F8>SOMETHING<00>MUCH<00>BETTER<BA><FF>	0x05F70	0x074B6	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-207	Bank 1 pointer-driven text	0x07457	<F0><BB><8F><83><86><82><CB><00><0B><AE><98><AE><10><06><A6><F8><F9><00><85><A2><B2><8B><AE><96><B5><AF><00><85><A2><B2><8B><AE><99><00><82><87><86><90><06><81><A9><FF>	0x074B6	<F0><BB><00>SORRY<00>YOU<00>FEEL<00>THAT<F8>WAY<CB><00>BUT<CB><FF>	0x05F72	0x074D7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-208	Bank 1 pointer-driven text	0x07481	<F0><BB><FA><8B><AE><CB><F8><F9><00><8A><AE><14><00><8D><A9><06><96><00><87><90><94><87><B5><AF><A6><FF>	0x074D7	<F0><BB><00>COME<00>SEE<00>US<CB><FF>	0x05F74	0x074E7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-209	Bank 1 pointer-driven text	0x0749B	<F0><BB><87><B4><94><8A><99><00><F0><82><B4><86><AD><F8><F9><00><90><0D><98><93><85><88><AE><95><8E><B2><A6><CB><FF>	0x074E7	<F0><BB><00>WHENEVER<00>YOU<B6>RE<00>IN<F8>TOWN<BA><FF>	0x05F76	0x07503	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-210	Bank 1 pointer-driven text	0x074B8	<FA><BB><A6><AB><8A><AE><13><CA><CA><F8><F9><00><8F><AA><0C><B5><AF><00><81><B4><8C><AF><8A><AA><13><CB><FF>	0x07050	<FA><BB><00>YOU<00>GOT<00>IT<CA><F8>NOW<B9><00>I<00>MUST<00>GO<BA><FF>	0x05F78	0x0706F	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-211	Bank 1 pointer-driven text	0x074D3	<F0><BB><90><B4><8C><B5><13><95><CB><FF>	0x07503	<F0><BB><00>FAREWELL<CB><FF>	0x05F7A	0x07510	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-212	Bank 1 pointer-driven text	0x074DD	<85><8A><94><BB><CB><FA><8B><AE><CB><FF>	0x07510	OKOTO<BB><00><FA><CB><FF>	0x05F7C	0x0751A	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-213	Bank 1 pointer-driven text	0x074E7	<85><8A><94><BB><FA><8B><71><AE><00><FA><8B><71><AE><FF>	0x0751A	OKOTO<BB><00><FA><CB><FA><CB>SOB<CB><FF>	0x05F7E	0x0752A	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-214	Bank 1 pointer-driven text	0x074F5	<5D><5D><AE><00><5D><AE><5D><AE><CB><F8><91><B7><83><14><B3><00><0C><86><AE><94><B3><AE><00><81><82><95><A8><9F><8C><90><AF><FF>	0x0752A	DUM<71>DE<71>DUM<CB>DOESN<B6>T<F8>THIS<00>STORY<00>GRAB<00>YOU<CC><FF>	0x05F80	0x07552	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-215	Bank 1 pointer-driven text	0x07515	<A6><83><8A><8F><B3><00><0A><8C><AE><1E><00><82><90><10><AF><87><9F><AF><8C><90><AF><AE><F8><9F><0D><9A><AF><8A><8A><A7><13><B2><00><10><AE><87><A8><9F><8D><A9><06><AF><AE><FF>	0x07552	YOU<00>FINISHED<00>IT<CC><F8>DON<B6>T<00>YOU<00>HAVE<00>A<00>LIFE<CC><FF>	0x05F82	0x0757A	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-216	Bank 1 pointer-driven text	0x07541	<9F><90><99><81><83><9B><AD><B4><00><90><99><B3><71><8C><B0><71><A0><B0><71><96><B0><71><AE><F8><82><A6><B3><B4><00><5D><5D><AE><00><5D><AE><5D><AE><00><5D><AE><CA><FF>	0x0757A	MAYBE<00>WE<B6>LL<00>MEET<00>AGAIN<CB><F8>AND<00>KICK<00>YOUR<00>ASS<CA><FF>	0x05F84	0x075A5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-217	Bank 1 pointer-driven text	0x0756B	<85><8F><9F><92><B4><CA><CA><FF>	0x075AA	THE<00>END<CA><FF>	0x05F86	0x075B3	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-218	Bank 1 pointer-driven text	0x07573	<F0><99><00><81><A7><90><95><90><1B><06><00><9A><0C><9F><A9><CB><FF>	0x075B3	<B6>S<00>ADVENTURE<00>BEGINS<00>NOW<CB><FF>	0x05F88	0x075CC	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-219	Bank 1 pointer-driven text	0x07584	<10><83><AE><90><83><AE><00><8D><5D><8C><B5><A9><CD><FF>	0x075CC	WELCOME<00>TO<FF>	0x05F8A	0x075D7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-220	Bank 1 pointer-driven text	0x07592	<88><96><85><88><AE><99><00><0C><10><82><09><87><10><A6><F8><0E><AE><82><AE><8C><B6><83><0A><83><CA><FF>	0x075D7	DOWNTOWN<00>SPECIAL<CB><F8>HAIL<B9><00>FIGHTERS<CA><FF>	0x05F8C	0x075F9	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-221	Bank 1 pointer-driven text	0x075AC	<5D><AE><5D><AE><5D><AE><CB><FF>	0x075F9	MEET<00>US<00>IN<CB><FF>	0x05F8E	0x07605	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-222	Bank 1 pointer-driven text	0x075B4	<8D><A9><06><0C><A4><00><8B><AE><0A><88><B1><00><82><91><99><B3><AE><F8><9C><0C><99><B3><00><A4><9F><B4><00><CB><82><A6><B3><B4><00><5D><AE><5D><AE><FF>	0x07605	SURUGA<CB>LAND<00>OF<00>MYSTERY<CB><F8>HOME<00>OF<00>MT<BA><00>FUJI<BA><FF>	0x05F90	0x0762F	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-223	Bank 1 pointer-driven text	0x075DA	<83><8C><85><00><81><A7><95><A0><B0><00><14><87><B7><83><13><B2><00><AC><90><AF><A9><B4><FF>	0x0762F	ACROSS<00>THE<00>RAGING<00>SEA<CB><FF>	0x05F92	0x07646	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-224	Bank 1 pointer-driven text	0x075F1	<07><A8><96><B5><AF><00><92><A6><82><06><AF><AE><F8><95><8B><89><96><B5><AF><00><A6><AC><82><B4><00><CB><5D><AE><5D><AE><FF>	0x07646	DUTY<00>CALLS<CB><F8>AND<00>ROMANCE<CB><FF>	0x05F94	0x0765F	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-225	Bank 1 pointer-driven text	0x07610	<91><B7><82><94><B3><00><8A><82><87><95><AF><AE><00><81><B4><FF>	0x0765F	KUNIO<B6>S<00>LOVE<00>AWAITS<CB><FF>	0x05F96	0x07674	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-226	Bank 1 pointer-driven text	0x07620	<10><93><B2><71><85><B3><71><94><B3><71><8A><B3><71><AE><F8><5D><5D><AE><00><5D><AE><5D><AE><00><5D><AE><CA><FF>	0x07674	OR<00>DOES<00>SHE<CC><FF>	0x05F98	0x07681	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-227	Bank 1 pointer-driven text	0x0763C	<F0><9A><00><F1><AD><00><92><86><B4><90><FF>	0x07681	USED<00><F1><BA><FF>	0x05F9A	0x07689	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-228	Bank 1 pointer-driven text	0x07647	<A4><B4><93><B2><AE><00><87><9F><8C><90><AF><00><F4><99><00><88><96><B4><CA><F8><82><B7><B3><B4><00><5D><AE><5D><AE><CB><FF>	0x07689	ARE<00>YOU<00>READY<00>FOR<F8>THIS<00>NEW<00>AREA<CC><00>YEAH<CA><FF>	0x05F9C	0x076B0	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-229	Bank 1 pointer-driven text	0x07666	<F0><9A><00><F1><AD><00><AC><90><8C><90><CB><FF>	0x076B0	<F0><00>GAVE<00><F1><FF>	0x05F9E	0x076B9	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-230	Bank 1 pointer-driven text	0x07672	<F0><9A><00><F1><AD><00><8D><93><90><CB><FF>	0x076B9	<F0><00>DROPPED<00><F1><FF>	0x05FA0	0x076C5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-231	Bank 1 pointer-driven text	0x0767D	<F0><99><00><8D><93><71><90><8D><06><00><81><06><B4><90><CA><CA><FF>	0x076C5	<F0><B6>S<00>STATUS<00>IS<00>UP<CA><FF>	0x05FA2	0x076D7	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-232	Bank 1 pointer-driven text	0x0768E	<F0><99><00><F2><06><00><F5><81><06><B4><90><CA><CA><FF>	0x076D7	<F0><B6>S<00><F2><00>IS<00>UP<00><F5><CA><FF>	0x05FA4	0x076E6	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-233	Bank 1 pointer-driven text	0x0769C	<F0><99><00><F2><06><00><F5><86><82><9C><88><8C><90><CA><CA><FF>	0x076E6	<F0><B6>S<00><F2><00>UP<00>BY<00><F5><CA><FF>	0x05FA6	0x076F5	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-234	Bank 1 pointer-driven text	0x076AC	<F0><99><00><F2><9A><00><8B><82><8A><83><10><B4><CA><CA><FF>	0x076F5	<F0><B6>S<00><F2><00>IS<00>MAXXED<CA><FF>	0x05FA8	0x07706	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-235	Bank 1 pointer-driven text	0x076BB	<F0><9A><00><F1><AD><00><85><1E><84><90><CA><CA><FF>	0x06112	<F0><00>LEARNED<00>A<00>TECHNIQUE<CA><FF>	0x05FAA	0x06129	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
